"School","Subject","StudentID","Gender","Country","Score"
"Action Boxborough Regional High School","English",97,"Female","USA",48
"Woburn Regional High School","English",97,"Female","USA",66
"Beijing No 4 Middle School","Math",97,"Female","China",76
"Hangzhou Xuejun Middle School","Math",97,"Female","China",92
"Jingling High School","Math",97,"Female","China",66
"Shanghai High School","Math",97,"Female","China",65
"Shenzhen International Exchange School","Math",97,"Female","China",68
"Andover Regional High School","Math",97,"Female","USA",38
"Newton South High School","Math",97,"Female","USA",74
"Phillips Academy","Math",97,"Female","USA",75
"Action Boxborough Regional High School","Math",97,"Female","USA",75
"Woburn Regional High School","Math",97,"Female","USA",48
"Beijing No 4 Middle School","Physical Education",97,"Female","China",65
"Hangzhou Xuejun Middle School","Physical Education",97,"Female","China",67
"Jingling High School","Physical Education",97,"Female","China",65
"Shanghai High School","Physical Education",97,"Female","China",69
"Shenzhen International Exchange School","Physical Education",97,"Female","China",69
"Andover Regional High School","Physical Education",97,"Female","USA",69
"Newton South High School","Physical Education",97,"Female","USA",67
"Phillips Academy","Physical Education",97,"Female","USA",70
"Action Boxborough Regional High School","Physical Education",97,"Female","USA",52
"Woburn Regional High School","Physical Education",97,"Female","USA",89
"Beijing No 4 Middle School","Science",97,"Female","China",79
"Hangzhou Xuejun Middle School","Science",97,"Female","China",76
"Jingling High School","Science",97,"Female","China",21
"Shanghai High School","Science",97,"Female","China",85
"Shenzhen International Exchange School","Science",97,"Female","China",84
"Andover Regional High School","Science",97,"Female","USA",18
"Newton South High School","Science",97,"Female","USA",75
"Phillips Academy","Science",97,"Female","USA",45
"Action Boxborough Regional High School","Science",97,"Female","USA",43
"Woburn Regional High School","Science",97,"Female","USA",31
"Beijing No 4 Middle School","History",97,"Female","China",55
"Hangzhou Xuejun Middle School","History",97,"Female","China",66
"Jingling High School","History",97,"Female","China",69
"Shanghai High School","History",97,"Female","China",83
"Shenzhen International Exchange School","History",97,"Female","China",97
"Andover Regional High School","History",97,"Female","USA",59
"Newton South High School","History",97,"Female","USA",18
"Phillips Academy","History",97,"Female","USA",43
"Action Boxborough Regional High School","History",97,"Female","USA",43
"Woburn Regional High School","History",97,"Female","USA",24
"Beijing No 4 Middle School","English",98,"Female","China",83
"Hangzhou Xuejun Middle School","English",98,"Female","China",47
"Jingling High School","English",98,"Female","China",72
"Shanghai High School","English",98,"Female","China",61
"Shenzhen International Exchange School","English",98,"Female","China",68
"Andover Regional High School","English",98,"Female","USA",40
"Newton South High School","English",98,"Female","USA",48
"Phillips Academy","English",98,"Female","USA",42
"Action Boxborough Regional High School","English",98,"Female","USA",47
"Woburn Regional High School","English",98,"Female","USA",2
"Beijing No 4 Middle School","Math",98,"Female","China",90
"Hangzhou Xuejun Middle School","Math",98,"Female","China",73
"Jingling High School","Math",98,"Female","China",70
"Shanghai High School","Math",98,"Female","China",81
"Shenzhen International Exchange School","Math",98,"Female","China",69
"Andover Regional High School","Math",98,"Female","USA",70
"Newton South High School","Math",98,"Female","USA",24
"Phillips Academy","Math",98,"Female","USA",59
"Action Boxborough Regional High School","Math",98,"Female","USA",74
"Woburn Regional High School","Math",98,"Female","USA",45
"Beijing No 4 Middle School","Physical Education",98,"Female","China",65
"Hangzhou Xuejun Middle School","Physical Education",98,"Female","China",77
"Jingling High School","Physical Education",98,"Female","China",65
"Shanghai High School","Physical Education",98,"Female","China",61
"Shenzhen International Exchange School","Physical Education",98,"Female","China",93
"Andover Regional High School","Physical Education",98,"Female","USA",82
"Newton South High School","Physical Education",98,"Female","USA",72
"Phillips Academy","Physical Education",98,"Female","USA",68
"Action Boxborough Regional High School","Physical Education",98,"Female","USA",60
"Woburn Regional High School","Physical Education",98,"Female","USA",100
"Beijing No 4 Middle School","Science",98,"Female","China",57
"Hangzhou Xuejun Middle School","Science",98,"Female","China",83
"Jingling High School","Science",98,"Female","China",83
"Shanghai High School","Science",98,"Female","China",70
"Shenzhen International Exchange School","Science",98,"Female","China",72
"Andover Regional High School","Science",98,"Female","USA",45
"Newton South High School","Science",98,"Female","USA",74
"Phillips Academy","Science",98,"Female","USA",22
"Action Boxborough Regional High School","Science",98,"Female","USA",46
"Woburn Regional High School","Science",98,"Female","USA",66
"Beijing No 4 Middle School","History",98,"Female","China",61
"Hangzhou Xuejun Middle School","History",98,"Female","China",71
"Jingling High School","History",98,"Female","China",63
"Shanghai High School","History",98,"Female","China",90
"Shenzhen International Exchange School","History",98,"Female","China",50
"Andover Regional High School","History",98,"Female","USA",49
"Newton South High School","History",98,"Female","USA",42
"Phillips Academy","History",98,"Female","USA",38
"Action Boxborough Regional High School","History",98,"Female","USA",61
"Woburn Regional High School","History",98,"Female","USA",38
"Beijing No 4 Middle School","English",99,"Female","China",69
"Hangzhou Xuejun Middle School","English",99,"Female","China",75
"Jingling High School","English",99,"Female","China",67
"Shanghai High School","English",99,"Female","China",69
"Shenzhen International Exchange School","English",99,"Female","China",63
"Andover Regional High School","English",99,"Female","USA",75
"Newton South High School","English",99,"Female","USA",75
"Phillips Academy","English",99,"Female","USA",63
"Action Boxborough Regional High School","English",99,"Female","USA",61
"Woburn Regional High School","English",99,"Female","USA",62
"Beijing No 4 Middle School","Math",99,"Female","China",76
"Hangzhou Xuejun Middle School","Math",99,"Female","China",72
"Jingling High School","Math",99,"Female","China",68
"Shanghai High School","Math",99,"Female","China",82
"Shenzhen International Exchange School","Math",99,"Female","China",75
"Andover Regional High School","Math",99,"Female","USA",100
"Newton South High School","Math",99,"Female","USA",51
"Phillips Academy","Math",99,"Female","USA",91
"Action Boxborough Regional High School","Math",99,"Female","USA",63
"Woburn Regional High School","Math",99,"Female","USA",63
"Beijing No 4 Middle School","Physical Education",99,"Female","China",65
"Hangzhou Xuejun Middle School","Physical Education",99,"Female","China",73
"Jingling High School","Physical Education",99,"Female","China",69
"Shanghai High School","Physical Education",99,"Female","China",76
"Shenzhen International Exchange School","Physical Education",99,"Female","China",60
"Andover Regional High School","Physical Education",99,"Female","USA",51
"Newton South High School","Physical Education",99,"Female","USA",89
"Phillips Academy","Physical Education",99,"Female","USA",85
"Action Boxborough Regional High School","Physical Education",99,"Female","USA",62
"Woburn Regional High School","Physical Education",99,"Female","USA",40
"Beijing No 4 Middle School","Science",99,"Female","China",97
"Hangzhou Xuejun Middle School","Science",99,"Female","China",60
"Jingling High School","Science",99,"Female","China",98
"Shanghai High School","Science",99,"Female","China",71
"Shenzhen International Exchange School","Science",99,"Female","China",67
"Andover Regional High School","Science",99,"Female","USA",49
"Newton South High School","Science",99,"Female","USA",36
"Phillips Academy","Science",99,"Female","USA",48
"Action Boxborough Regional High School","Science",99,"Female","USA",58
"Woburn Regional High School","Science",99,"Female","USA",66
"Beijing No 4 Middle School","History",99,"Female","China",72
"Hangzhou Xuejun Middle School","History",99,"Female","China",82
"Jingling High School","History",99,"Female","China",50
"Shanghai High School","History",99,"Female","China",93
"Shenzhen International Exchange School","History",99,"Female","China",67
"Andover Regional High School","History",99,"Female","USA",66
"Newton South High School","History",99,"Female","USA",49
"Phillips Academy","History",99,"Female","USA",100
"Action Boxborough Regional High School","History",99,"Female","USA",48
"Woburn Regional High School","History",99,"Female","USA",69
"Beijing No 4 Middle School","English",100,"Female","China",60
"Hangzhou Xuejun Middle School","English",100,"Female","China",69
"Jingling High School","English",100,"Female","China",50
"Shanghai High School","English",100,"Female","China",67
"Shenzhen International Exchange School","English",100,"Female","China",83
"Andover Regional High School","English",100,"Female","USA",74
"Newton South High School","English",100,"Female","USA",69
"Phillips Academy","English",100,"Female","USA",30
"Action Boxborough Regional High School","English",100,"Female","USA",58
"Woburn Regional High School","English",100,"Female","USA",51
"Beijing No 4 Middle School","Math",100,"Female","China",87
"Hangzhou Xuejun Middle School","Math",100,"Female","China",91
"Jingling High School","Math",100,"Female","China",76
"Shanghai High School","Math",100,"Female","China",84
